,operand1,operand2,operator,target
5026,697,949,3,661453.0
5027,269,952,2,-683.0
5028,443,608,2,-165.0
5029,24,312,2,-288.0
5030,78,913,2,-835.0
5031,385,256,2,129.0
5032,234,810,1,1044.0
5033,62,501,2,-439.0
5034,584,324,2,260.0
5035,628,236,4,2.661
5036,897,972,2,-75.0
5037,606,958,1,1564.0
5038,140,731,2,-591.0
5039,947,955,1,1902.0
5040,429,51,4,8.4118
5041,492,981,2,-489.0
5042,307,362,3,111134.0
5043,247,255,1,502.0
5044,605,544,4,1.1121
5045,431,348,3,149988.0
5046,605,195,4,3.1026
5047,727,79,2,648.0
5048,92,438,3,40296.0
5049,377,133,3,50141.0
5050,694,545,2,149.0
5051,358,291,4,1.2302
5052,876,534,3,467784.0
5053,554,2,2,552.0
5054,523,883,3,461809.0
5055,944,522,2,422.0
5056,936,751,3,702936.0
5057,326,264,1,590.0
5058,398,996,2,-598.0
5059,417,925,2,-508.0
5060,101,709,1,810.0
5061,488,841,1,1329.0
5062,311,782,2,-471.0
5063,528,348,4,1.5172
5064,451,156,1,607.0
5065,287,659,2,-372.0
5066,939,46,4,20.413
5067,353,473,2,-120.0
5068,267,747,3,199449.0
5069,100,963,3,96300.0
5070,931,624,2,307.0
5071,954,448,2,506.0
5072,889,188,4,4.7287
5073,874,762,3,665988.0
5074,574,611,3,350714.0
5075,355,563,4,0.6306
5076,986,536,4,1.8396
5077,262,964,4,0.2718
5078,210,645,3,135450.0
5079,553,388,4,1.4253
5080,345,779,1,1124.0
5081,265,893,3,236645.0
5082,621,966,1,1587.0
5083,168,696,1,864.0
5084,603,742,4,0.8127
5085,150,939,3,140850.0
5086,313,910,3,284830.0
5087,472,182,4,2.5934
5088,443,185,1,628.0
5089,496,289,1,785.0
5090,894,370,1,1264.0
5091,212,445,4,0.4764
5092,333,529,1,862.0
5093,482,591,3,284862.0
5094,699,946,1,1645.0
5095,730,37,4,19.7297
5096,98,980,3,96040.0
5097,674,713,4,0.9453
5098,153,322,4,0.4752
5099,153,764,1,917.0
5100,806,208,1,1014.0
5101,129,236,2,-107.0
5102,141,281,3,39621.0
5103,15,154,4,0.0974
5104,512,313,4,1.6358
5105,207,995,3,205965.0
5106,519,844,4,0.6149
5107,748,678,1,1426.0
5108,657,715,2,-58.0
5109,881,662,2,219.0
5110,887,572,1,1459.0
5111,504,459,2,45.0
5112,830,904,2,-74.0
5113,233,941,1,1174.0
5114,625,740,2,-115.0
5115,858,161,1,1019.0
5116,500,336,2,164.0
5117,465,123,2,342.0
5118,626,480,1,1106.0
5119,232,207,4,1.1208
5120,526,337,1,863.0
5121,236,88,3,20768.0
5122,812,677,2,135.0
5123,958,998,1,1956.0
5124,44,587,4,0.075
5125,443,731,3,323833.0
5126,69,791,1,860.0
5127,84,864,3,72576.0
5128,546,340,3,185640.0
5129,555,399,4,1.391
5130,31,139,4,0.223
5131,718,553,4,1.2984
5132,9,820,4,0.011
5133,902,99,2,803.0
5134,221,341,2,-120.0
5135,647,997,3,645059.0
5136,421,567,3,238707.0
5137,437,125,4,3.496
5138,808,863,3,697304.0
5139,164,796,3,130544.0
5140,378,29,3,10962.0
5141,196,352,1,548.0
5142,637,589,3,375193.0
5143,545,804,2,-259.0
5144,486,917,4,0.53
5145,354,577,2,-223.0
5146,64,170,2,-106.0
5147,271,545,2,-274.0
5148,789,431,4,1.8306
5149,227,753,4,0.3015
5150,206,220,3,45320.0
5151,440,830,3,365200.0
5152,489,748,4,0.6537
5153,479,906,2,-427.0
5154,918,729,4,1.2593
5155,293,595,2,-302.0
5156,62,648,2,-586.0
5157,644,450,3,289800.0
5158,118,705,3,83190.0
5159,440,729,4,0.6036
5160,811,310,2,501.0
5161,547,310,3,169570.0
5162,312,495,4,0.6303
5163,885,822,1,1707.0
5164,527,223,2,304.0
5165,430,181,4,2.3757
5166,854,656,4,1.3018
5167,80,737,2,-657.0
5168,909,187,1,1096.0
5169,162,254,3,41148.0
5170,416,979,3,407264.0
5171,516,42,3,21672.0
5172,235,534,1,769.0
5173,121,300,1,421.0
5174,293,682,3,199826.0
5175,429,468,2,-39.0
5176,473,996,3,471108.0
5177,69,967,3,66723.0
5178,206,246,4,0.8374
5179,396,528,3,209088.0
5180,964,772,3,744208.0
5181,981,958,3,939798.0
5182,666,486,4,1.3704
5183,211,754,3,159094.0
5184,657,515,4,1.2757
5185,105,193,2,-88.0
5186,719,896,4,0.8025
5187,271,269,3,72899.0
5188,318,386,4,0.8238
5189,848,410,1,1258.0
5190,791,339,3,268149.0
5191,119,981,2,-862.0
5192,836,99,2,737.0
5193,153,188,4,0.8138
5194,469,73,3,34237.0
5195,836,149,1,985.0
5196,411,946,4,0.4345
5197,816,679,4,1.2018
5198,748,686,2,62.0
5199,254,716,3,181864.0
5200,324,530,3,171720.0
5201,954,209,3,199386.0
5202,751,837,1,1588.0
5203,368,973,3,358064.0
5204,431,967,3,416777.0
5205,949,859,4,1.1048
5206,173,317,3,54841.0
5207,965,174,2,791.0
5208,820,545,4,1.5046
5209,148,190,3,28120.0
5210,481,31,2,450.0
5211,777,739,2,38.0
5212,400,465,4,0.8602
5213,204,137,2,67.0
5214,828,148,3,122544.0
5215,374,252,3,94248.0
5216,990,889,3,880110.0
5217,607,655,3,397585.0
5218,545,529,1,1074.0
5219,835,217,2,618.0
5220,362,363,4,0.9972
5221,537,375,3,201375.0
5222,271,572,2,-301.0
5223,680,300,2,380.0
5224,88,201,3,17688.0
5225,571,544,2,27.0
5226,451,45,2,406.0
5227,357,473,1,830.0
5228,854,316,2,538.0
5229,885,648,2,237.0
5230,600,621,2,-21.0
5231,907,868,2,39.0
5232,739,55,1,794.0
5233,775,907,2,-132.0
5234,959,723,3,693357.0
5235,795,866,3,688470.0
5236,261,927,4,0.2816
5237,191,965,4,0.1979
5238,273,795,4,0.3434
5239,850,758,1,1608.0
5240,687,326,3,223962.0
5241,280,828,3,231840.0
5242,76,9,1,85.0
5243,596,293,1,889.0
5244,170,645,4,0.2636
5245,83,663,3,55029.0
5246,794,573,2,221.0
5247,50,235,1,285.0
5248,946,817,4,1.1579
5249,690,184,4,3.75
5250,580,561,4,1.0339
5251,757,635,2,122.0
5252,337,308,3,103796.0
5253,595,219,1,814.0
5254,484,928,4,0.5216
5255,454,782,3,355028.0
5256,798,229,1,1027.0
5257,666,465,2,201.0
5258,679,539,3,365981.0
5259,716,264,1,980.0
5260,569,110,4,5.1727
5261,877,668,2,209.0
5262,461,996,4,0.4629
5263,269,861,4,0.3124
5264,696,796,1,1492.0
5265,322,698,3,224756.0
5266,416,82,3,34112.0
5267,893,448,4,1.9933
5268,231,313,3,72303.0
5269,16,927,4,0.0173
5270,202,976,2,-774.0
5271,145,371,3,53795.0
5272,140,476,2,-336.0
5273,827,163,1,990.0
5274,355,966,1,1321.0
5275,633,359,1,992.0
5276,206,185,3,38110.0
5277,344,10,4,34.4
5278,97,213,4,0.4554
5279,58,972,1,1030.0
5280,7,8,3,56.0
5281,903,270,4,3.3444
5282,792,512,4,1.5469
5283,229,552,4,0.4149
5284,577,755,4,0.7642
5285,802,937,2,-135.0
5286,928,403,2,525.0
5287,765,456,3,348840.0
5288,521,610,4,0.8541
5289,499,576,3,287424.0
5290,119,12,1,131.0
5291,799,186,3,148614.0
5292,867,829,1,1696.0
5293,511,942,3,481362.0
5294,612,682,1,1294.0
5295,374,837,3,313038.0
5296,764,504,3,385056.0
5297,673,770,3,518210.0
5298,854,637,4,1.3407
5299,613,432,2,181.0
5300,95,118,2,-23.0
5301,99,180,2,-81.0
5302,198,48,1,246.0
5303,856,226,3,193456.0
5304,3,267,1,270.0
5305,571,809,3,461939.0
5306,768,374,1,1142.0
5307,933,79,2,854.0
5308,930,89,4,10.4494
5309,390,128,1,518.0
5310,873,789,2,84.0
5311,113,208,1,321.0
5312,120,676,1,796.0
5313,330,83,4,3.9759
5314,168,528,2,-360.0
5315,673,26,1,699.0
5316,806,394,3,317564.0
5317,992,86,4,11.5349
5318,941,628,1,1569.0
5319,760,334,1,1094.0
5320,601,910,3,546910.0
5321,286,759,2,-473.0
5322,917,305,3,279685.0
5323,222,651,3,144522.0
5324,334,818,1,1152.0
5325,616,781,1,1397.0
5326,438,666,2,-228.0
5327,333,374,4,0.8904
5328,329,948,3,311892.0
5329,661,625,3,413125.0
5330,408,788,2,-380.0
5331,805,744,1,1549.0
5332,226,175,3,39550.0
5333,577,714,2,-137.0
5334,677,146,1,823.0
5335,25,349,4,0.0716
5336,179,91,3,16289.0
5337,850,919,1,1769.0
5338,951,941,4,1.0106
5339,790,438,2,352.0
5340,288,319,3,91872.0
5341,132,168,1,300.0
5342,57,514,1,571.0
5343,949,247,2,702.0
5344,777,179,4,4.3408
5345,609,917,2,-308.0
5346,808,364,4,2.2198
5347,327,104,4,3.1442
5348,933,659,4,1.4158
5349,70,51,2,19.0
5350,464,11,3,5104.0
5351,140,610,1,750.0
5352,519,491,2,28.0
5353,171,740,2,-569.0
5354,673,950,3,639350.0
5355,315,976,4,0.3227
5356,142,621,4,0.2287
5357,716,113,4,6.3363
5358,524,886,2,-362.0
5359,451,949,4,0.4752
5360,472,163,4,2.8957
5361,660,338,1,998.0
5362,774,237,1,1011.0
5363,989,422,4,2.3436
5364,835,966,3,806610.0
5365,709,172,2,537.0
5366,860,660,1,1520.0
5367,340,241,1,581.0
5368,348,934,2,-586.0
5369,803,752,2,51.0
5370,622,85,1,707.0
5371,448,381,2,67.0
5372,948,997,4,0.9509
5373,739,181,4,4.0829
5374,623,689,1,1312.0
5375,169,800,4,0.2112
5376,216,47,3,10152.0
5377,781,100,2,681.0
5378,793,780,3,618540.0
5379,877,618,2,259.0
5380,939,5,4,187.8
5381,668,234,3,156312.0
5382,971,156,2,815.0
5383,52,983,1,1035.0
5384,890,482,4,1.8465
5385,216,670,3,144720.0
5386,69,891,4,0.0774
5387,487,636,4,0.7657
5388,843,391,4,2.156
5389,592,273,1,865.0
5390,229,623,3,142667.0
5391,5,302,1,307.0
5392,814,618,1,1432.0
5393,500,797,2,-297.0
5394,524,68,2,456.0
5395,19,377,4,0.0504
5396,857,144,2,713.0
5397,474,602,2,-128.0
5398,429,821,1,1250.0
5399,824,561,4,1.4688
5400,252,434,4,0.5806
5401,594,279,1,873.0
5402,489,602,4,0.8123
5403,757,73,3,55261.0
5404,590,981,4,0.6014
5405,220,860,2,-640.0
5406,531,697,4,0.7618
5407,567,58,2,509.0
5408,595,488,3,290360.0
5409,930,989,2,-59.0
5410,356,210,3,74760.0
5411,955,219,1,1174.0
5412,298,943,1,1241.0
5413,182,805,1,987.0
5414,199,291,1,490.0
5415,479,793,2,-314.0
5416,621,125,2,496.0
5417,283,4,1,287.0
5418,515,852,1,1367.0
5419,246,31,3,7626.0
5420,54,172,1,226.0
5421,613,788,3,483044.0
5422,520,381,1,901.0
5423,482,460,3,221720.0
5424,344,353,3,121432.0
5425,303,898,1,1201.0
5426,816,307,2,509.0
5427,609,931,4,0.6541
5428,73,186,1,259.0
5429,200,869,2,-669.0
5430,523,506,2,17.0
5431,287,31,1,318.0
5432,980,685,4,1.4307
5433,57,21,3,1197.0
5434,647,585,2,62.0
5435,728,451,4,1.6142
5436,619,332,1,951.0
5437,872,774,1,1646.0
5438,286,461,2,-175.0
5439,998,180,4,5.5444
5440,722,621,3,448362.0
5441,839,78,2,761.0
5442,814,103,4,7.9029
5443,346,385,3,133210.0
5444,569,224,2,345.0
5445,880,296,2,584.0
5446,865,114,1,979.0
5447,81,285,1,366.0
5448,292,434,4,0.6728
5449,223,54,2,169.0
5450,671,536,3,359656.0
5451,287,150,2,137.0
5452,826,183,1,1009.0
5453,324,849,3,275076.0
5454,943,48,3,45264.0
5455,858,880,3,755040.0
5456,33,995,4,0.0332
5457,345,916,4,0.3766
5458,466,446,3,207836.0
5459,466,416,1,882.0
5460,600,143,4,4.1958
5461,547,887,1,1434.0
5462,831,247,3,205257.0
5463,903,220,4,4.1045
5464,667,495,2,172.0
5465,661,277,1,938.0
5466,841,66,2,775.0
5467,476,385,1,861.0
5468,502,322,4,1.559
5469,412,628,1,1040.0
5470,965,38,3,36670.0
5471,498,539,2,-41.0
5472,342,103,4,3.3204
5473,207,240,3,49680.0
5474,836,44,2,792.0
5475,485,638,2,-153.0
5476,167,99,3,16533.0
5477,549,268,3,147132.0
5478,445,627,4,0.7097
5479,578,515,2,63.0
5480,354,571,4,0.62
5481,141,659,4,0.214
5482,489,495,4,0.9879
5483,828,648,1,1476.0
5484,222,828,1,1050.0
5485,327,913,4,0.3582
5486,514,240,2,274.0
5487,911,896,4,1.0167
5488,831,357,1,1188.0
5489,42,496,1,538.0
5490,721,494,3,356174.0
5491,165,102,1,267.0
5492,563,647,3,364261.0
5493,780,541,3,421980.0
5494,787,368,1,1155.0
5495,956,704,3,673024.0
5496,566,702,1,1268.0
5497,656,522,4,1.2567
5498,582,157,1,739.0
5499,466,305,3,142130.0
5500,897,494,1,1391.0
5501,247,656,3,162032.0
5502,15,841,2,-826.0
5503,17,806,3,13702.0
5504,212,386,4,0.5492
5505,67,35,2,32.0
5506,49,121,2,-72.0
5507,61,267,3,16287.0
5508,322,79,2,243.0
5509,550,737,1,1287.0
5510,137,211,1,348.0
5511,679,494,1,1173.0
5512,742,993,2,-251.0
5513,17,952,1,969.0
5514,400,650,3,260000.0
5515,640,912,3,583680.0
5516,357,104,2,253.0
5517,180,768,4,0.2344
5518,423,859,4,0.4924
5519,309,116,2,193.0
5520,926,181,3,167606.0
5521,13,287,2,-274.0
5522,721,269,4,2.6803
5523,404,700,3,282800.0
5524,877,753,4,1.1647
5525,606,439,1,1045.0
5526,989,71,3,70219.0
5527,245,985,3,241325.0
5528,793,575,4,1.3791
5529,120,18,4,6.6667
5530,825,160,2,665.0
5531,186,837,3,155682.0
5532,360,265,4,1.3585
5533,546,748,4,0.7299
5534,345,27,1,372.0
5535,483,172,3,83076.0
5536,874,874,1,1748.0
5537,400,963,3,385200.0
5538,795,912,4,0.8717
5539,488,461,1,949.0
5540,725,553,3,400925.0
5541,849,665,4,1.2767
5542,972,992,4,0.9798
5543,812,749,2,63.0
5544,401,520,2,-119.0
5545,593,838,4,0.7076
5546,487,25,2,462.0
5547,285,888,2,-603.0
5548,640,91,2,549.0
5549,847,587,4,1.4429
5550,335,303,1,638.0
5551,143,427,3,61061.0
5552,530,310,2,220.0
5553,659,385,1,1044.0
5554,221,539,4,0.41
5555,281,45,1,326.0
5556,430,608,1,1038.0
5557,982,246,4,3.9919
5558,495,286,4,1.7308
5559,575,686,3,394450.0
5560,326,586,2,-260.0
5561,270,733,4,0.3683
5562,169,620,3,104780.0
5563,263,950,3,249850.0
5564,607,373,2,234.0
5565,844,139,3,117316.0
5566,186,263,1,449.0
5567,382,468,3,178776.0
5568,763,311,2,452.0
5569,725,439,3,318275.0
5570,423,430,3,181890.0
5571,677,263,4,2.5741
5572,434,138,3,59892.0
5573,581,433,1,1014.0
5574,128,202,2,-74.0
5575,419,722,4,0.5803
5576,964,725,4,1.3297
5577,56,64,1,120.0
5578,55,603,4,0.0912
5579,144,3,1,147.0
5580,998,764,1,1762.0
5581,499,91,1,590.0
5582,188,843,1,1031.0
5583,352,788,3,277376.0
5584,307,806,1,1113.0
5585,406,220,1,626.0
5586,537,911,4,0.5895
5587,12,553,1,565.0
5588,335,29,4,11.5517
5589,418,6,4,69.6667
5590,590,372,4,1.586
5591,570,64,2,506.0
5592,22,597,1,619.0
5593,802,802,3,643204.0
5594,34,28,4,1.2143
5595,869,4,2,865.0
5596,717,856,1,1573.0
5597,70,303,4,0.231
5598,45,420,2,-375.0
5599,226,175,2,51.0
5600,893,945,1,1838.0
5601,233,858,1,1091.0
5602,381,92,1,473.0
5603,125,446,1,571.0
5604,862,283,4,3.0459
5605,744,757,2,-13.0
5606,496,998,4,0.497
5607,603,528,2,75.0
5608,246,895,3,220170.0
5609,365,26,2,339.0
5610,835,411,4,2.0316
5611,786,636,4,1.2358
5612,331,437,2,-106.0
5613,293,69,4,4.2464
5614,605,393,3,237765.0
5615,445,369,1,814.0
5616,880,826,3,726880.0
5617,740,752,2,-12.0
5618,615,468,4,1.3141
5619,520,267,1,787.0
5620,116,87,1,203.0
5621,187,817,4,0.2289
5622,994,229,3,227626.0
5623,856,965,2,-109.0
5624,146,201,3,29346.0
5625,467,930,4,0.5022
5626,21,738,3,15498.0
5627,413,864,1,1277.0
5628,996,929,4,1.0721
5629,555,651,3,361305.0
5630,251,825,4,0.3042
5631,987,276,1,1263.0
5632,873,988,1,1861.0
5633,867,342,2,525.0
5634,392,582,4,0.6735
5635,294,45,1,339.0
5636,328,163,2,165.0
5637,673,956,4,0.704
5638,774,241,4,3.2116
5639,160,283,1,443.0
5640,108,844,4,0.128
5641,272,699,2,-427.0
5642,479,754,4,0.6353
5643,118,647,2,-529.0
5644,431,14,4,30.7857
5645,388,355,3,137740.0
5646,975,985,2,-10.0
5647,338,129,3,43602.0
5648,456,820,2,-364.0
5649,364,273,3,99372.0
5650,35,217,3,7595.0
5651,912,555,2,357.0
5652,251,882,1,1133.0
5653,877,250,4,3.508
5654,13,827,3,10751.0
5655,854,962,4,0.8877
5656,550,313,1,863.0
5657,574,797,1,1371.0
5658,220,388,2,-168.0
5659,234,460,3,107640.0
5660,533,270,2,263.0
5661,342,626,1,968.0
5662,810,525,4,1.5429
5663,908,187,4,4.8556
5664,1000,210,1,1210.0
5665,62,50,1,112.0
5666,606,605,1,1211.0
5667,393,154,3,60522.0
5668,855,90,3,76950.0
5669,10,116,3,1160.0
5670,734,217,4,3.3825
5671,981,382,4,2.5681
5672,368,215,1,583.0
5673,796,725,4,1.0979
5674,836,763,2,73.0
5675,530,245,4,2.1633
5676,651,690,3,449190.0
5677,193,711,3,137223.0
5678,712,889,1,1601.0
5679,85,761,4,0.1117
5680,946,260,1,1206.0
5681,742,413,4,1.7966
5682,159,845,3,134355.0
5683,344,39,1,383.0
5684,626,776,4,0.8067
5685,163,615,1,778.0
5686,837,508,1,1345.0
5687,216,13,1,229.0
5688,310,331,4,0.9366
5689,797,775,1,1572.0
5690,561,932,1,1493.0
5691,51,661,4,0.0772
5692,854,379,4,2.2533
5693,300,120,1,420.0
5694,422,784,4,0.5383
5695,153,96,4,1.5938
5696,827,320,4,2.5844
5697,723,645,2,78.0
5698,261,967,2,-706.0
5699,455,951,2,-496.0
5700,588,313,3,184044.0
5701,773,18,4,42.9444
5702,468,155,4,3.0194
5703,569,169,1,738.0
5704,464,792,1,1256.0
5705,974,75,4,12.9867
5706,800,719,4,1.1127
5707,870,90,2,780.0
5708,895,216,2,679.0
5709,720,658,2,62.0
5710,807,881,2,-74.0
5711,417,349,4,1.1948
5712,192,732,1,924.0
5713,480,281,3,134880.0
5714,169,138,4,1.2246
5715,461,988,4,0.4666
5716,348,204,2,144.0
5717,341,187,4,1.8235
5718,523,372,4,1.4059
5719,775,168,1,943.0
5720,445,140,3,62300.0
5721,171,569,4,0.3005
5722,84,235,1,319.0
5723,122,74,4,1.6486
5724,952,219,2,733.0
5725,568,835,3,474280.0
5726,301,254,4,1.185
5727,948,677,3,641796.0
5728,344,497,3,170968.0
5729,680,947,1,1627.0
5730,271,300,1,571.0
5731,653,629,4,1.0382
5732,51,206,2,-155.0
5733,610,622,1,1232.0
5734,846,606,1,1452.0
5735,233,100,4,2.33
5736,803,683,3,548449.0
5737,778,362,1,1140.0
5738,451,867,1,1318.0
5739,133,330,2,-197.0
5740,345,224,4,1.5402
5741,523,361,3,188803.0
5742,576,33,4,17.4545
5743,189,942,1,1131.0
5744,467,356,1,823.0
5745,518,189,1,707.0
5746,885,462,3,408870.0
5747,292,595,1,887.0
5748,568,289,1,857.0
5749,948,937,3,888276.0
5750,525,217,2,308.0
5751,954,209,3,199386.0
5752,813,575,4,1.4139
5753,417,1000,1,1417.0
5754,984,513,2,471.0
5755,996,499,1,1495.0
5756,729,99,1,828.0
5757,573,364,2,209.0
5758,722,215,2,507.0
5759,995,424,3,421880.0
5760,466,980,1,1446.0
5761,20,688,3,13760.0
5762,130,546,4,0.2381
5763,426,59,4,7.2203
5764,596,284,4,2.0986
5765,315,244,4,1.291
5766,335,135,3,45225.0
5767,273,295,2,-22.0
5768,785,757,3,594245.0
5769,264,843,1,1107.0
5770,252,632,4,0.3987
5771,432,735,1,1167.0
5772,745,84,3,62580.0
5773,658,493,4,1.3347
5774,102,948,3,96696.0
5775,284,838,3,237992.0
5776,30,875,3,26250.0
5777,322,450,2,-128.0
5778,238,301,3,71638.0
5779,525,769,2,-244.0
5780,520,75,1,595.0
5781,237,784,1,1021.0
5782,558,246,3,137268.0
5783,217,933,2,-716.0
5784,634,825,3,523050.0
5785,462,103,2,359.0
5786,382,199,2,183.0
5787,115,817,4,0.1408
5788,781,757,3,591217.0
5789,943,992,4,0.9506
5790,694,765,4,0.9072
5791,399,398,4,1.0025
5792,746,276,1,1022.0
5793,130,275,3,35750.0
5794,496,897,1,1393.0
5795,534,17,2,517.0
5796,428,152,4,2.8158
5797,700,97,3,67900.0
5798,88,382,2,-294.0
5799,303,708,3,214524.0
5800,607,581,2,26.0
5801,148,492,4,0.3008
5802,101,362,3,36562.0
5803,616,129,3,79464.0
5804,214,625,2,-411.0
5805,359,179,3,64261.0
5806,330,177,4,1.8644
5807,31,688,3,21328.0
5808,548,400,4,1.37
5809,55,24,2,31.0
5810,500,356,3,178000.0
5811,749,402,1,1151.0
5812,681,150,1,831.0
5813,909,83,2,826.0
5814,977,757,3,739589.0
5815,72,377,1,449.0
5816,457,621,3,283797.0
5817,726,625,3,453750.0
5818,628,476,1,1104.0
5819,34,802,2,-768.0
5820,49,483,2,-434.0
5821,1000,979,1,1979.0
5822,519,223,1,742.0
5823,849,492,3,417708.0
5824,374,685,1,1059.0
5825,517,476,4,1.0861
5826,274,730,1,1004.0
5827,668,514,1,1182.0
5828,226,921,3,208146.0
5829,883,520,1,1403.0
5830,474,911,1,1385.0
5831,951,35,4,27.1714
5832,933,321,1,1254.0
5833,698,622,1,1320.0
5834,229,386,2,-157.0
5835,453,174,2,279.0
5836,69,108,1,177.0
5837,358,778,3,278524.0
5838,185,780,3,144300.0
5839,817,875,2,-58.0
5840,45,61,1,106.0
5841,716,543,4,1.3186
5842,394,594,1,988.0
5843,13,421,3,5473.0
5844,105,487,1,592.0
5845,65,356,3,23140.0
5846,794,47,3,37318.0
5847,429,315,1,744.0
5848,230,869,2,-639.0
5849,304,579,3,176016.0
5850,954,47,2,907.0
5851,604,1000,4,0.604
5852,532,43,3,22876.0
5853,757,771,4,0.9818
5854,386,510,4,0.7569
5855,442,206,2,236.0
5856,659,690,1,1349.0
5857,963,986,2,-23.0
5858,781,692,1,1473.0
5859,864,721,1,1585.0
5860,11,916,2,-905.0
5861,263,659,3,173317.0
5862,996,115,1,1111.0
5863,966,701,4,1.378
5864,476,827,2,-351.0
5865,95,57,4,1.6667
5866,795,571,1,1366.0
5867,954,656,4,1.4543
5868,328,979,4,0.335
5869,796,720,2,76.0
5870,926,746,1,1672.0
5871,407,935,4,0.4353
5872,763,618,4,1.2346
5873,354,574,2,-220.0
5874,832,128,2,704.0
5875,186,578,2,-392.0
5876,126,332,1,458.0
5877,473,228,2,245.0
5878,105,60,4,1.75
5879,624,779,4,0.801
5880,144,389,2,-245.0
5881,172,448,4,0.3839
5882,299,928,2,-629.0
5883,199,722,3,143678.0
5884,987,280,2,707.0
5885,354,897,4,0.3946
5886,5,285,2,-280.0
5887,141,191,4,0.7382
5888,353,961,3,339233.0
5889,886,998,2,-112.0
5890,552,665,3,367080.0
5891,747,549,4,1.3607
5892,521,673,4,0.7741
5893,428,8,1,436.0
5894,421,255,4,1.651
5895,224,171,3,38304.0
5896,826,108,3,89208.0
5897,444,748,1,1192.0
5898,23,451,4,0.051
5899,86,915,2,-829.0
5900,720,259,1,979.0
5901,249,725,4,0.3434
5902,895,388,3,347260.0
5903,898,350,2,548.0
5904,683,197,1,880.0
5905,412,782,2,-370.0
5906,375,631,3,236625.0
5907,874,672,1,1546.0
5908,640,857,2,-217.0
5909,830,732,3,607560.0
5910,771,800,2,-29.0
5911,729,852,1,1581.0
5912,215,211,1,426.0
5913,482,688,3,331616.0
5914,78,503,4,0.1551
5915,379,230,3,87170.0
5916,461,631,3,290891.0
5917,793,266,2,527.0
5918,877,991,3,869107.0
5919,435,546,3,237510.0
5920,116,939,1,1055.0
5921,743,84,3,62412.0
5922,673,781,1,1454.0
5923,109,208,1,317.0
5924,224,720,4,0.3111
5925,531,196,4,2.7092
5926,883,626,1,1509.0
5927,298,188,2,110.0
5928,451,42,2,409.0
5929,672,344,3,231168.0
5930,384,737,1,1121.0
5931,284,564,1,848.0
5932,281,920,1,1201.0
5933,433,325,4,1.3323
5934,855,930,4,0.9194
5935,43,273,2,-230.0
5936,483,733,2,-250.0
5937,387,947,1,1334.0
5938,155,839,2,-684.0
5939,556,102,4,5.451
5940,272,242,2,30.0
5941,713,895,3,638135.0
5942,514,136,2,378.0
5943,581,851,4,0.6827
5944,148,906,2,-758.0
5945,924,582,4,1.5876
5946,116,67,4,1.7313
5947,285,877,2,-592.0
5948,292,753,1,1045.0
5949,614,363,1,977.0
5950,322,33,3,10626.0
5951,923,460,4,2.0065
5952,906,776,1,1682.0
5953,45,646,4,0.0697
5954,528,934,2,-406.0
5955,526,119,1,645.0
5956,222,301,1,523.0
5957,138,221,1,359.0
5958,354,851,1,1205.0
5959,274,268,4,1.0224
5960,268,135,2,133.0
5961,756,471,1,1227.0
5962,64,669,1,733.0
5963,209,412,1,621.0
5964,524,505,3,264620.0
5965,158,408,4,0.3873
5966,376,252,1,628.0
5967,464,67,1,531.0
5968,374,477,2,-103.0
5969,617,228,2,389.0
5970,956,127,4,7.5276
5971,628,492,3,308976.0
5972,38,408,1,446.0
5973,897,997,1,1894.0
5974,988,965,4,1.0238
5975,228,941,4,0.2423
5976,822,895,4,0.9184
5977,38,630,2,-592.0
5978,29,797,4,0.0364
5979,286,85,4,3.3647
5980,577,560,3,323120.0
5981,819,993,3,813267.0
5982,745,134,2,611.0
5983,538,600,4,0.8967
5984,856,739,3,632584.0
5985,553,531,2,22.0
5986,481,688,2,-207.0
5987,522,669,3,349218.0
5988,309,643,4,0.4806
5989,269,91,2,178.0
5990,712,632,2,80.0
5991,972,618,4,1.5728
5992,958,235,4,4.0766
5993,889,761,4,1.1682
5994,791,345,2,446.0
5995,712,580,4,1.2276
5996,750,188,1,938.0
5997,946,205,3,193930.0
5998,623,190,2,433.0
5999,948,182,2,766.0
6000,625,216,1,841.0
6001,919,224,1,1143.0
6002,862,241,2,621.0
6003,100,259,2,-159.0
6004,21,802,2,-781.0
6005,334,332,1,666.0
6006,614,571,3,350594.0
6007,879,111,3,97569.0
6008,547,393,2,154.0
6009,270,102,3,27540.0
6010,248,803,4,0.3088
6011,973,363,1,1336.0
6012,730,239,2,491.0
6013,405,98,3,39690.0
6014,844,956,1,1800.0
6015,163,901,3,146863.0
6016,498,760,3,378480.0
6017,4,47,4,0.0851
6018,632,385,4,1.6416
6019,535,450,2,85.0
6020,719,953,2,-234.0
6021,731,322,1,1053.0
6022,493,948,4,0.52
6023,104,956,3,99424.0
6024,922,49,2,873.0
6025,265,618,1,883.0
6026,663,343,2,320.0
6027,901,839,3,755939.0
6028,621,495,3,307395.0
6029,154,611,3,94094.0
6030,987,807,1,1794.0
6031,306,427,4,0.7166
6032,370,292,4,1.2671
6033,248,937,2,-689.0
6034,374,237,4,1.5781
6035,100,260,2,-160.0
6036,404,886,3,357944.0
6037,345,243,4,1.4198
6038,666,184,2,482.0
6039,559,547,2,12.0
6040,208,188,2,20.0
6041,315,86,2,229.0
6042,688,569,1,1257.0
6043,641,821,1,1462.0
6044,319,625,2,-306.0
